objective,K,algo_a,algo_b,n_pairs,statistic,p_value,significant,better
tsallis,7,JADE,StandardDE,300,14517.0,8.38668310538264e-08,True,JADE
tsallis,7,LADE,LSHADE,300,13947.0,9.599480140042094e-09,True,LSHADE
tsallis,7,LADE,SHADE,300,13507.0,1.6369633475116982e-09,True,SHADE
tsallis,7,LADE,StandardDE,300,21569.0,0.7066478662167311,False,LADE
tsallis,7,LSHADE,SHADE,300,66.0,0.014701273511887806,True,SHADE
tsallis,7,LSHADE,StandardDE,300,12365.0,1.123710227044184e-11,True,LSHADE
tsallis,7,SHADE,StandardDE,300,11952.0,1.6137931758018253e-12,True,SHADE
tsallis,9,JADE,LADE,300,12760.0,6.709196496890495e-11,True,JADE
tsallis,9,JADE,LSHADE,300,16780.0,0.0001163459427034522,True,LSHADE
tsallis,9,JADE,SHADE,300,16939.0,0.00017827532265912369,True,SHADE
tsallis,9,JADE,StandardDE,300,13645.0,2.8766065575629944e-09,True,JADE
tsallis,9,LADE,LSHADE,300,10249.0,2.4678023972391303e-16,True,LSHADE
tsallis,9,LADE,SHADE,300,10339.0,4.052139034934811e-16,True,SHADE
tsallis,9,LADE,StandardDE,300,20766.0,0.4680846657426726,False,StandardDE
tsallis,9,LSHADE,SHADE,300,325.5,0.3638779532072838,False,LSHADE
tsallis,9,LSHADE,StandardDE,300,10666.0,2.3839617261965118e-15,True,LSHADE
tsallis,9,SHADE,StandardDE,300,10908.0,8.58678422930852e-15,True,SHADE
tsallis,11,JADE,LADE,300,8977.0,1.5280745510521704e-19,True,JADE
tsallis,11,JADE,LSHADE,300,17547.0,0.0008268634925423593,True,LSHADE
tsallis,11,JADE,SHADE,300,16914.0,0.00016682269038837823,True,SHADE
tsallis,11,JADE,StandardDE,300,10068.0,9.005821367536301e-17,True,JADE
tsallis,11,LADE,LSHADE,300,6093.0,5.910469391434608e-28,True,LSHADE
tsallis,11,LADE,SHADE,300,6084.0,5.532116813371724e-28,True,SHADE
tsallis,11,LADE,StandardDE,300,20980.0,0.28883444484247645,False,StandardDE
tsallis,11,LSHADE,SHADE,300,3629.5,0.8745472705193011,False,SHADE
tsallis,11,LSHADE,StandardDE,300,7178.0,1.3250042090807283e-24,True,LSHADE
tsallis,11,SHADE,StandardDE,300,7015.0,4.296984544519715e-25,True,SHADE
tsallis,12,JADE,LADE,300,9890.0,3.2956250651302644e-17,True,JADE
tsallis,12,JADE,LSHADE,300,14977.0,4.3560024162666566e-07,True,LSHADE
tsallis,12,JADE,SHADE,300,13931.0,9.014630394882865e-09,True,SHADE
tsallis,12,JADE,StandardDE,300,7329.0,3.721814857856793e-24,True,JADE
tsallis,12,LADE,LSHADE,300,6742.0,6.349577585590567e-26,True,LSHADE
tsallis,12,LADE,SHADE,300,6461.0,8.573734549043623e-27,True,SHADE
tsallis,12,LADE,StandardDE,300,20975.0,0.28732552048527327,False,LADE
tsallis,12,LSHADE,SHADE,300,2541.5,0.05168304347546545,False,LSHADE
tsallis,12,LSHADE,StandardDE,300,4508.0,2.9768384960008276e-33,True,LSHADE
tsallis,12,SHADE,StandardDE,300,4594.0,5.936116458612327e-33,True,SHADE
