objective,K,algo_a,algo_b,n_pairs,statistic,p_value,significant,better
otsu,7,SHADE,StandardDE,300,0.0,6.083559849691439e-51,True,SHADE
otsu,9,JADE,LADE,300,0.0,6.083559849691439e-51,True,JADE
otsu,9,JADE,LSHADE,300,300.0,1.207785111321704e-49,True,LSHADE
otsu,9,JADE,SHADE,300,0.0,6.083559849691439e-51,True,SHADE
otsu,9,JADE,StandardDE,300,10.0,6.725059293678009e-51,True,JADE
otsu,9,LADE,LSHADE,300,1.0,6.144866877758199e-51,True,LSHADE
otsu,9,LADE,SHADE,300,0.0,6.083559849691439e-51,True,SHADE
otsu,9,LADE,StandardDE,300,18681.0,0.009610786361132726,True,StandardDE
otsu,9,LSHADE,SHADE,300,127.5,0.5184974257922099,False,SHADE
otsu,9,LSHADE,StandardDE,300,13.0,6.930329583327363e-51,True,LSHADE
otsu,9,SHADE,StandardDE,300,0.0,6.083559849691439e-51,True,SHADE
otsu,11,JADE,LADE,300,0.0,6.083559849691439e-51,True,JADE
otsu,11,JADE,LSHADE,300,0.0,6.083559849691439e-51,True,LSHADE
otsu,11,JADE,SHADE,300,0.0,6.083559849691439e-51,True,SHADE
otsu,11,JADE,StandardDE,300,0.0,6.083559849691439e-51,True,JADE
otsu,11,LADE,LSHADE,300,0.0,6.083559849691439e-51,True,LSHADE
otsu,11,LADE,SHADE,300,0.0,6.083559849691439e-51,True,SHADE
otsu,11,LADE,StandardDE,300,20024.0,0.1557900653279165,False,StandardDE
otsu,11,LSHADE,SHADE,300,696.0,0.40492887790602405,False,SHADE
otsu,11,LSHADE,StandardDE,300,0.0,6.083559849691439e-51,True,LSHADE
otsu,11,SHADE,StandardDE,300,0.0,6.083559849691439e-51,True,SHADE
otsu,12,JADE,LADE,300,0.0,6.083559849691439e-51,True,JADE
otsu,12,JADE,LSHADE,300,78.0,1.3281577156789609e-50,True,LSHADE
otsu,12,JADE,SHADE,300,105.0,1.7392280981707694e-50,True,SHADE
otsu,12,JADE,StandardDE,300,0.0,6.083559849691439e-51,True,JADE
otsu,12,LADE,LSHADE,300,0.0,6.083559849691439e-51,True,LSHADE
otsu,12,LADE,SHADE,300,0.0,6.083559849691439e-51,True,SHADE
otsu,12,LADE,StandardDE,300,16927.0,0.000172688775448784,True,StandardDE
otsu,12,LSHADE,SHADE,300,2160.5,0.7858000215904055,False,SHADE
otsu,12,LSHADE,StandardDE,300,0.0,6.083559849691439e-51,True,LSHADE
otsu,12,SHADE,StandardDE,300,0.0,6.083559849691439e-51,True,SHADE
tsallis,3,JADE,LADE,300,476.0,0.0012218627871054273,True,JADE
tsallis,3,JADE,LSHADE,300,12.0,0.7054569861112734,False,JADE
tsallis,3,JADE,SHADE,300,6.0,0.6547208460185769,False,SHADE
tsallis,3,JADE,StandardDE,300,12.0,0.7054569861112734,False,JADE
tsallis,3,LADE,LSHADE,300,485.5,0.002551754569773754,True,LSHADE
tsallis,3,LADE,SHADE,300,477.0,0.0007588039212842459,True,SHADE
tsallis,3,LADE,StandardDE,300,578.0,0.005173652683791322,True,StandardDE
tsallis,3,LSHADE,SHADE,300,7.0,0.4142161782425253,False,SHADE
tsallis,3,LSHADE,StandardDE,300,18.0,1.0,False,StandardDE
tsallis,3,SHADE,StandardDE,300,7.0,0.4142161782425253,False,SHADE
tsallis,5,JADE,LADE,300,19620.0,0.049404057798951385,True,LADE
tsallis,5,JADE,LSHADE,300,18651.0,0.011658786242917092,True,LSHADE
tsallis,5,JADE,SHADE,300,17855.0,0.0029853130371590903,True,SHADE
tsallis,5,JADE,StandardDE,300,20124.0,0.10311719060843047,False,StandardDE
tsallis,5,LADE,LSHADE,300,20776.0,0.23156277773433442,False,LADE
tsallis,5,LADE,SHADE,300,21119.0,0.3329213336944329,False,LADE
tsallis,5,LADE,StandardDE,300,21773.0,0.5938027296779794,False,LADE
tsallis,5,LSHADE,SHADE,300,44.0,0.019994625228241494,True,SHADE
tsallis,5,LSHADE,StandardDE,300,19058.0,0.4525880093884824,False,StandardDE
tsallis,5,SHADE,StandardDE,300,19645.0,0.6701719440512675,False,StandardDE
tsallis,7,JADE,LADE,300,21365.0,0.4210186168993282,False,LADE
tsallis,7,JADE,LSHADE,300,19821.0,0.06703756828550449,False,JADE
tsallis,7,JADE,SHADE,300,19989.0,0.08548674372490168,False,JADE
tsallis,7,JADE,StandardDE,300,22567.0,0.9957552461632235,False,StandardDE
tsallis,7,LADE,LSHADE,300,20449.0,0.15742083191667733,False,LADE
tsallis,7,LADE,SHADE,300,20505.0,0.16864860985680585,False,LADE
tsallis,7,LADE,StandardDE,300,21554.0,0.6991351180285357,False,LADE
tsallis,7,LSHADE,SHADE,300,97.0,0.12372949894452485,False,SHADE
tsallis,7,LSHADE,StandardDE,300,20514.0,0.17050778024207847,False,StandardDE
tsallis,7,SHADE,StandardDE,300,20703.0,0.2131728450538638,False,StandardDE
tsallis,9,JADE,LADE,300,20705.0,0.21366220769447974,False,JADE
tsallis,9,JADE,LSHADE,300,19198.0,0.024721960371518557,True,LSHADE
tsallis,9,JADE,SHADE,300,19384.0,0.033835303187216566,True,SHADE
tsallis,9,JADE,StandardDE,300,19343.0,0.0316110879260421,True,JADE
tsallis,9,LADE,LSHADE,300,19489.0,0.04014988605640055,True,LSHADE
tsallis,9,LADE,SHADE,300,19610.0,0.04863952277417983,True,SHADE
tsallis,9,LADE,StandardDE,300,21203.0,0.6689532195908923,False,LADE
tsallis,9,LSHADE,SHADE,300,322.5,0.3419938285438553,False,LSHADE
tsallis,9,LSHADE,StandardDE,300,18511.0,0.00688040751557842,True,LSHADE
tsallis,9,SHADE,StandardDE,300,18491.0,0.006610028844368316,True,SHADE
tsallis,11,JADE,LADE,300,20345.0,0.13808509680066508,False,LADE
tsallis,11,JADE,LSHADE,300,16763.0,0.0001110867002061271,True,LSHADE
tsallis,11,JADE,SHADE,300,16657.0,8.302506218855727e-05,True,SHADE
tsallis,11,JADE,StandardDE,300,20622.0,0.19402851466457716,False,StandardDE
tsallis,11,LADE,LSHADE,300,19583.0,0.04662475072048588,True,LSHADE
tsallis,11,LADE,SHADE,300,19713.0,0.0570089029957042,False,SHADE
tsallis,11,LADE,StandardDE,300,21792.0,0.6025768653002753,False,StandardDE
tsallis,11,LSHADE,SHADE,300,3570.0,0.7551250836603953,False,LSHADE
tsallis,11,LSHADE,StandardDE,300,19957.0,0.08168682442542123,False,StandardDE
tsallis,11,SHADE,StandardDE,300,19916.0,0.07701967641076385,False,StandardDE
tsallis,12,JADE,LADE,300,18626.0,0.008636885027715504,True,LADE
tsallis,12,JADE,LSHADE,300,16066.0,1.5011909928901864e-05,True,LSHADE
tsallis,12,JADE,SHADE,300,16031.0,1.3503136497060048e-05,True,SHADE
tsallis,12,JADE,StandardDE,300,22528.0,0.9750660132579083,False,JADE
tsallis,12,LADE,LSHADE,300,21485.0,0.46854112454177743,False,LADE
tsallis,12,LADE,SHADE,300,20819.0,0.2429085491452534,False,LADE
tsallis,12,LADE,StandardDE,300,18861.0,0.013517867651493392,True,LADE
tsallis,12,LSHADE,SHADE,300,2912.5,0.37744443378784,False,LSHADE
tsallis,12,LSHADE,StandardDE,300,18991.0,0.017154675796294355,True,LSHADE
tsallis,12,SHADE,StandardDE,300,19617.0,0.049173645797975445,True,SHADE
